Process Id,1678291221666178000,Clock Counter,Event Type,Sender,Reciever,Description,Queue Length
1,1678291221666423000,0,CREATE,None,None,(pid: 98827) - (speed: 2) - (recp: 127.0.0.1;2493) - (id: 1),None
1,1678291225173043000,0,INTERNAL,None,None,5,0
1,1678291225672992000,1,INTERNAL,None,None,6,0
1,1678291226173027000,2,SEND,1,2,1,0
1,1678291226672996000,3,INTERNAL,None,None,4,0
1,1678291227172991000,4,INTERNAL,None,None,4,0
1,1678291227673011000,5,INTERNAL,None,None,6,0
1,1678291228173000000,6,INTERNAL,None,None,5,0
1,1678291228672990000,7,INTERNAL,None,None,5,0
1,1678291229173109000,8,INTERNAL,None,None,5,0
1,1678291229673007000,9,INTERNAL,None,None,6,0
1,1678291230172998000,10,INTERNAL,None,None,5,0
1,1678291230672996000,11,RECEIVED,3,1,6,1
1,1678291231172995000,17,INTERNAL,None,None,5,0
1,1678291231673010000,18,INTERNAL,None,None,4,0
1,1678291232173004000,19,INTERNAL,None,None,5,0
1,1678291232673008000,20,INTERNAL,None,None,4,0
1,1678291233172992000,21,INTERNAL,None,None,5,0
1,1678291233673126000,22,INTERNAL,None,None,5,0
1,1678291234173016000,23,INTERNAL,None,None,4,0
1,1678291234673016000,24,INTERNAL,None,None,5,0
1,1678291235172987000,25,INTERNAL,None,None,4,0
1,1678291235673014000,26,INTERNAL,None,None,4,0
1,1678291236173089000,27,INTERNAL,None,None,4,0
1,1678291236673010000,28,INTERNAL,None,None,5,0
1,1678291237173106000,29,INTERNAL,None,None,4,0
1,1678291237673012000,30,INTERNAL,None,None,4,0
1,1678291238173005000,31,INTERNAL,None,None,5,0
1,1678291238673005000,32,INTERNAL,None,None,4,0
1,1678291239173000000,33,INTERNAL,None,None,6,0
1,1678291239673009000,34,INTERNAL,None,None,6,0
1,1678291240173004000,35,INTERNAL,None,None,4,0
1,1678291240673006000,36,INTERNAL,None,None,5,0
1,1678291241173007000,37,INTERNAL,None,None,5,0
1,1678291241673015000,38,INTERNAL,None,None,4,0
1,1678291242173088000,39,INTERNAL,None,None,6,0
1,1678291242673112000,40,INTERNAL,None,None,6,0
1,1678291243172987000,41,RECEIVED,2,1,3,1
1,1678291243673012000,46,INTERNAL,None,None,4,0
1,1678291244173043000,47,INTERNAL,None,None,6,0
1,1678291244673012000,48,INTERNAL,None,None,5,0
1,1678291245173008000,49,INTERNAL,None,None,5,0
1,1678291245673012000,50,INTERNAL,None,None,6,0
1,1678291246173011000,51,INTERNAL,None,None,5,0
1,1678291246673065000,52,INTERNAL,None,None,6,0
1,1678291247172996000,53,INTERNAL,None,None,6,0
1,1678291247673014000,54,INTERNAL,None,None,5,0
1,1678291248172995000,55,INTERNAL,None,None,6,0
1,1678291248673003000,56,INTERNAL,None,None,5,0
1,1678291249173041000,57,SEND,1,2,3,0
1,1678291249173230000,57,SEND,1,3,3,0
1,1678291249673003000,58,INTERNAL,None,None,5,0
1,1678291250173026000,59,INTERNAL,None,None,6,0
1,1678291250673011000,60,RECEIVED,3,1,5,1
1,1678291251173005000,77,INTERNAL,None,None,6,0
1,1678291251673021000,78,INTERNAL,None,None,5,0
1,1678291252173005000,79,INTERNAL,None,None,4,0
1,1678291252673022000,80,RECEIVED,3,1,5,1
1,1678291253173008000,83,INTERNAL,None,None,4,0
1,1678291253673028000,84,INTERNAL,None,None,4,0
1,1678291254173009000,85,INTERNAL,None,None,4,0
1,1678291254673022000,86,INTERNAL,None,None,5,0
1,1678291255173008000,87,INTERNAL,None,None,6,0
1,1678291255673022000,88,INTERNAL,None,None,6,0
1,1678291256173007000,89,INTERNAL,None,None,4,0
1,1678291256673024000,90,INTERNAL,None,None,5,0
1,1678291257173047000,91,SEND,1,2,1,0
1,1678291257673019000,92,INTERNAL,None,None,5,0
1,1678291258173014000,93,INTERNAL,None,None,4,0
1,1678291258673041000,94,INTERNAL,None,None,6,0
1,1678291259173136000,95,INTERNAL,None,None,6,0
1,1678291259673057000,96,INTERNAL,None,None,4,0
1,1678291260173052000,97,INTERNAL,None,None,4,0
1,1678291260673086000,98,INTERNAL,None,None,4,0
1,1678291261173052000,99,INTERNAL,None,None,5,0
1,1678291261673061000,100,INTERNAL,None,None,6,0
1,1678291262173179000,101,INTERNAL,None,None,6,0
1,1678291262673081000,102,INTERNAL,None,None,6,0
1,1678291263173092000,103,INTERNAL,None,None,6,0
1,1678291263673100000,104,INTERNAL,None,None,4,0
1,1678291264173097000,105,SEND,1,3,2,0
1,1678291264673080000,106,INTERNAL,None,None,5,0
1,1678291265173066000,107,INTERNAL,None,None,4,0
1,1678291265673077000,108,RECEIVED,3,1,6,1
1,1678291266173082000,122,INTERNAL,None,None,5,0
1,1678291266673078000,123,INTERNAL,None,None,6,0
1,1678291267173068000,124,INTERNAL,None,None,5,0
1,1678291267673077000,125,INTERNAL,None,None,4,0
1,1678291268173065000,126,INTERNAL,None,None,6,0
1,1678291268673078000,127,INTERNAL,None,None,4,0
1,1678291269173069000,128,INTERNAL,None,None,6,0
1,1678291269673077000,129,INTERNAL,None,None,6,0
1,1678291270173063000,130,RECEIVED,2,1,5,1
1,1678291270673091000,131,INTERNAL,None,None,6,0
1,1678291271173071000,132,INTERNAL,None,None,5,0
1,1678291271673087000,133,INTERNAL,None,None,4,0
1,1678291272173070000,134,INTERNAL,None,None,6,0
1,1678291272673083000,135,INTERNAL,None,None,4,0
1,1678291273173075000,136,INTERNAL,None,None,5,0
1,1678291273673090000,137,INTERNAL,None,None,6,0
1,1678291274173090000,138,INTERNAL,None,None,5,0
1,1678291274673082000,139,INTERNAL,None,None,4,0
1,1678291275173075000,140,INTERNAL,None,None,6,0
1,1678291275673089000,141,INTERNAL,None,None,6,0
1,1678291276173179000,142,INTERNAL,None,None,6,0
1,1678291276673087000,143,INTERNAL,None,None,5,0
1,1678291277173065000,144,INTERNAL,None,None,6,0
1,1678291277673083000,145,INTERNAL,None,None,5,0
1,1678291278173139000,146,INTERNAL,None,None,4,0
1,1678291278673081000,147,INTERNAL,None,None,6,0
1,1678291279173133000,148,INTERNAL,None,None,6,0
1,1678291279673116000,149,SEND,1,2,1,0
1,1678291280173083000,150,INTERNAL,None,None,4,0
1,1678291280673084000,151,INTERNAL,None,None,4,0
1,1678291281173071000,152,INTERNAL,None,None,5,0
1,1678291281673086000,153,INTERNAL,None,None,4,0
1,1678291282173073000,154,INTERNAL,None,None,5,0
1,1678291282673097000,155,INTERNAL,None,None,5,0
1,1678291283173094000,156,RECEIVED,3,1,6,1
1,1678291283673095000,175,RECEIVED,3,1,5,1
1,1678291284173078000,176,INTERNAL,None,None,5,0
1,1678291284673094000,177,INTERNAL,None,None,6,0
1,1678291285173080000,178,INTERNAL,None,None,4,0
1,1678291285673091000,179,INTERNAL,None,None,4,0
1,1678291286173108000,180,SEND,1,3,2,0
1,1678291286673096000,181,INTERNAL,None,None,4,0
1,1678291287173080000,182,INTERNAL,None,None,5,0
1,1678291287673087000,183,INTERNAL,None,None,6,0
1,1678291288173083000,184,INTERNAL,None,None,4,0
1,1678291288673089000,185,INTERNAL,None,None,4,0
1,1678291289173079000,186,INTERNAL,None,None,6,0
