Process Id,1678254827802152000,Clock Counter,Event Type,Sender,Reciever,Description,Queue Length
3,1678254827802261000,0,CREATE,None,None,(pid: 93720) - (speed: 6) - (recp: 127.0.0.1;4346) - (id: 3),None
3,1678254830975560000,0,INTERNAL,None,None,8,0
3,1678254831142218000,1,INTERNAL,None,None,9,0
3,1678254831308918000,2,SEND,3,1,1,0
3,1678254831475599000,3,INTERNAL,None,None,4,0
3,1678254831642223000,4,INTERNAL,None,None,6,0
3,1678254831808917000,5,SEND,3,2,2,0
3,1678254831975609000,6,SEND,3,2,2,0
3,1678254832142293000,7,SEND,3,2,2,0
3,1678254832308936000,8,SEND,3,1,3,0
3,1678254832309122000,8,SEND,3,2,3,0
3,1678254832475610000,9,SEND,3,1,3,0
3,1678254832475832000,9,SEND,3,2,3,0
3,1678254832642338000,10,SEND,3,1,3,0
3,1678254832642557000,10,SEND,3,2,3,0
3,1678254832808916000,11,INTERNAL,None,None,8,0
3,1678254832975584000,12,INTERNAL,None,None,6,0
3,1678254833142246000,13,INTERNAL,None,None,8,0
3,1678254833308946000,14,SEND,3,1,3,0
3,1678254833309098000,14,SEND,3,2,3,0
3,1678254833475583000,15,INTERNAL,None,None,9,0
3,1678254833642251000,16,INTERNAL,None,None,7,0
3,1678254833808912000,17,INTERNAL,None,None,8,0
3,1678254833975587000,18,INTERNAL,None,None,8,0
3,1678254834142290000,19,SEND,3,1,3,0
3,1678254834142489000,19,SEND,3,2,3,0
3,1678254834308947000,20,SEND,3,2,2,0
3,1678254834475620000,21,INTERNAL,None,None,10,0
3,1678254834642254000,22,INTERNAL,None,None,5,0
3,1678254834808921000,23,INTERNAL,None,None,5,0
3,1678254834975591000,24,INTERNAL,None,None,4,0
3,1678254835142258000,25,INTERNAL,None,None,5,0
3,1678254835308924000,26,INTERNAL,None,None,4,0
3,1678254835475590000,27,INTERNAL,None,None,10,0
3,1678254835642258000,28,INTERNAL,None,None,4,0
3,1678254835808967000,29,SEND,3,2,2,0
3,1678254835975587000,30,INTERNAL,None,None,4,0
3,1678254836142305000,31,SEND,3,1,1,0
3,1678254836308924000,32,INTERNAL,None,None,7,0
3,1678254836475591000,33,INTERNAL,None,None,10,0
3,1678254836642285000,34,INTERNAL,None,None,4,0
3,1678254836808932000,35,INTERNAL,None,None,9,0
3,1678254836975628000,36,SEND,3,2,2,0
3,1678254837142270000,37,INTERNAL,None,None,10,0
3,1678254837308957000,38,SEND,3,1,3,0
3,1678254837309110000,38,SEND,3,2,3,0
3,1678254837475602000,39,INTERNAL,None,None,6,0
3,1678254837642273000,40,INTERNAL,None,None,7,0
3,1678254837808968000,41,SEND,3,1,1,0
3,1678254837975608000,42,INTERNAL,None,None,8,0
3,1678254838142275000,43,INTERNAL,None,None,5,0
3,1678254838308947000,44,INTERNAL,None,None,10,0
3,1678254838475631000,45,SEND,3,1,1,0
3,1678254838642324000,46,SEND,3,1,1,0
3,1678254838808937000,47,INTERNAL,None,None,8,0
3,1678254838975605000,48,INTERNAL,None,None,7,0
3,1678254839142309000,49,INTERNAL,None,None,5,0
3,1678254839308955000,50,INTERNAL,None,None,4,0
3,1678254839475621000,51,INTERNAL,None,None,7,0
3,1678254839642283000,52,INTERNAL,None,None,10,0
3,1678254839808953000,53,INTERNAL,None,None,5,0
3,1678254839975617000,54,INTERNAL,None,None,6,0
3,1678254840142328000,55,SEND,3,2,2,0
3,1678254840308955000,56,INTERNAL,None,None,4,0
3,1678254840475664000,57,SEND,3,1,3,0
3,1678254840475900000,57,SEND,3,2,3,0
3,1678254840642301000,58,INTERNAL,None,None,6,0
3,1678254840808989000,59,SEND,3,2,2,0
3,1678254840975636000,60,INTERNAL,None,None,4,0
3,1678254841142326000,61,SEND,3,2,2,0
3,1678254841308965000,62,INTERNAL,None,None,10,0
3,1678254841475630000,63,INTERNAL,None,None,4,0
3,1678254841642301000,64,INTERNAL,None,None,9,0
3,1678254841808966000,65,INTERNAL,None,None,9,0
3,1678254841975635000,66,INTERNAL,None,None,8,0
3,1678254842142302000,67,INTERNAL,None,None,9,0
3,1678254842308968000,68,INTERNAL,None,None,4,0
3,1678254842475632000,69,INTERNAL,None,None,10,0
3,1678254842642304000,70,INTERNAL,None,None,7,0
3,1678254842809034000,71,SEND,3,2,2,0
3,1678254842975635000,72,INTERNAL,None,None,4,0
3,1678254843142299000,73,INTERNAL,None,None,9,0
3,1678254843309071000,74,SEND,3,1,3,0
3,1678254843309342000,74,SEND,3,2,3,0
3,1678254843475663000,75,INTERNAL,None,None,6,0
3,1678254843642361000,76,SEND,3,1,3,0
3,1678254843642604000,76,SEND,3,2,3,0
3,1678254843808986000,77,INTERNAL,None,None,6,0
3,1678254843975662000,78,INTERNAL,None,None,5,0
3,1678254844142322000,79,INTERNAL,None,None,7,0
3,1678254844308994000,80,INTERNAL,None,None,10,0
3,1678254844475661000,81,INTERNAL,None,None,7,0
3,1678254844642325000,82,INTERNAL,None,None,4,0
3,1678254844809038000,83,SEND,3,1,3,0
3,1678254844809171000,83,SEND,3,2,3,0
3,1678254844975701000,84,SEND,3,2,2,0
3,1678254845142329000,85,INTERNAL,None,None,10,0
3,1678254845308995000,86,INTERNAL,None,None,10,0
3,1678254845475664000,87,INTERNAL,None,None,7,0
3,1678254845642329000,88,INTERNAL,None,None,10,0
3,1678254845809010000,89,INTERNAL,None,None,6,0
3,1678254845975664000,90,INTERNAL,None,None,10,0
3,1678254846142355000,91,INTERNAL,None,None,7,0
3,1678254846309048000,92,SEND,3,1,3,0
3,1678254846309197000,92,SEND,3,2,3,0
3,1678254846475709000,93,SEND,3,1,1,0
3,1678254846642401000,94,SEND,3,1,3,0
3,1678254846642604000,94,SEND,3,2,3,0
3,1678254846809081000,95,SEND,3,1,3,0
3,1678254846809259000,95,SEND,3,2,3,0
3,1678254846975717000,96,SEND,3,2,2,0
3,1678254847142359000,97,INTERNAL,None,None,7,0
3,1678254847309025000,98,INTERNAL,None,None,10,0
3,1678254847475690000,99,INTERNAL,None,None,9,0
3,1678254847642357000,100,INTERNAL,None,None,8,0
3,1678254847809046000,101,SEND,3,2,2,0
3,1678254847975739000,102,SEND,3,1,3,0
3,1678254847975936000,102,SEND,3,2,3,0
3,1678254848142361000,103,INTERNAL,None,None,5,0
3,1678254848309055000,104,SEND,3,1,1,0
3,1678254848475695000,105,INTERNAL,None,None,8,0
3,1678254848642357000,106,INTERNAL,None,None,5,0
3,1678254848809048000,107,SEND,3,1,1,0
3,1678254848975726000,108,SEND,3,1,1,0
3,1678254849142384000,109,SEND,3,1,3,0
3,1678254849142612000,109,SEND,3,2,3,0
3,1678254849309027000,110,INTERNAL,None,None,4,0
3,1678254849475693000,111,INTERNAL,None,None,4,0
3,1678254849642358000,112,INTERNAL,None,None,5,0
3,1678254849809095000,113,SEND,3,1,1,0
3,1678254849975697000,114,INTERNAL,None,None,6,0
3,1678254850142366000,115,INTERNAL,None,None,4,0
3,1678254850309032000,116,INTERNAL,None,None,10,0
3,1678254850475695000,117,INTERNAL,None,None,7,0
3,1678254850642364000,118,INTERNAL,None,None,5,0
3,1678254850809024000,119,INTERNAL,None,None,8,0
3,1678254850975702000,120,INTERNAL,None,None,6,0
3,1678254851142412000,121,SEND,3,2,2,0
3,1678254851309032000,122,INTERNAL,None,None,7,0
3,1678254851475702000,123,INTERNAL,None,None,8,0
3,1678254851642391000,124,SEND,3,2,2,0
3,1678254851809030000,125,INTERNAL,None,None,8,0
3,1678254851975728000,126,SEND,3,1,3,0
3,1678254851975833000,126,SEND,3,2,3,0
3,1678254852142368000,127,INTERNAL,None,None,6,0
3,1678254852309038000,128,INTERNAL,None,None,5,0
