Process Id,1678258206231797000,Clock Counter,Event Type,Sender,Reciever,Description,Queue Length
3,1678258206231953000,0,CREATE,None,None,(pid: 22630) - (speed: 1) - (recp: 127.0.0.1;4405) - (id: 3),None
3,1678258210243758000,0,RECEIVED,1,3,2,1
3,1678258211243760000,4,RECEIVED,1,3,8,3
3,1678258212243748000,6,RECEIVED,2,3,4,2
3,1678258213243749000,7,RECEIVED,2,3,10,2
3,1678258214243747000,8,RECEIVED,1,3,3,3
3,1678258215243747000,18,RECEIVED,2,3,2,3
3,1678258216243750000,22,RECEIVED,2,3,2,3
3,1678258217243747000,24,RECEIVED,2,3,2,4
3,1678258218243766000,28,RECEIVED,1,3,8,5
3,1678258219243750000,39,RECEIVED,1,3,4,4
3,1678258220243749000,42,RECEIVED,2,3,5,8
3,1678258221243761000,44,RECEIVED,1,3,7,8
3,1678258222243765000,49,RECEIVED,2,3,6,9
3,1678258223243748000,50,RECEIVED,1,3,4,9
3,1678258224243749000,60,RECEIVED,1,3,2,8
3,1678258225243749000,61,RECEIVED,2,3,2,8
3,1678258226243787000,62,RECEIVED,2,3,10,7
3,1678258227243766000,63,RECEIVED,2,3,5,8
3,1678258228243750000,64,RECEIVED,2,3,8,8
3,1678258229243750000,66,RECEIVED,2,3,9,11
3,1678258230243750000,70,RECEIVED,2,3,1,12
3,1678258231243749000,76,RECEIVED,2,3,3,13
3,1678258232243749000,82,RECEIVED,2,3,1,16
3,1678258233243789000,92,RECEIVED,2,3,1,16
3,1678258234243749000,102,RECEIVED,1,3,4,17
3,1678258235243751000,107,RECEIVED,2,3,5,18
3,1678258236243750000,108,RECEIVED,2,3,1,18
3,1678258237243750000,109,RECEIVED,1,3,2,17
3,1678258238243748000,116,RECEIVED,2,3,2,18
3,1678258239243751000,117,RECEIVED,1,3,7,17
3,1678258240243774000,118,RECEIVED,2,3,3,16
3,1678258241243751000,120,RECEIVED,1,3,5,16
3,1678258242243754000,125,RECEIVED,2,3,10,18
3,1678258243243761000,127,RECEIVED,2,3,7,19
3,1678258244243751000,129,RECEIVED,1,3,3,19
3,1678258245243752000,133,RECEIVED,2,3,8,21
3,1678258246243753000,134,RECEIVED,2,3,8,21
3,1678258247243755000,135,RECEIVED,2,3,9,23
3,1678258248243753000,136,RECEIVED,2,3,3,24
3,1678258249243756000,140,RECEIVED,2,3,7,25
3,1678258250243753000,142,RECEIVED,1,3,5,27
3,1678258251243755000,147,RECEIVED,1,3,10,28
3,1678258252243756000,150,RECEIVED,1,3,10,29
3,1678258253243754000,152,RECEIVED,2,3,2,30
3,1678258254243756000,156,RECEIVED,1,3,10,33
3,1678258255243757000,169,RECEIVED,1,3,8,33
3,1678258256243757000,171,RECEIVED,1,3,8,33
3,1678258257243755000,189,RECEIVED,1,3,4,34
3,1678258258243754000,193,RECEIVED,2,3,4,36
3,1678258259243757000,194,RECEIVED,2,3,10,38
3,1678258260243755000,195,RECEIVED,2,3,5,38
3,1678258261243755000,196,RECEIVED,1,3,1,38
3,1678258262243755000,200,RECEIVED,1,3,7,38
3,1678258263243754000,207,RECEIVED,2,3,7,40
3,1678258264243759000,212,RECEIVED,1,3,3,41
3,1678258265243756000,214,RECEIVED,1,3,7,42
3,1678258266243760000,215,RECEIVED,2,3,3,44
3,1678258267243759000,216,RECEIVED,1,3,9,44
3,1678258268243759000,222,RECEIVED,1,3,10,44
3,1678258269243757000,223,RECEIVED,1,3,4,45
3,1678258270243754000,224,RECEIVED,1,3,7,45
3,1678258271243755000,231,RECEIVED,1,3,7,45
3,1678258272243757000,232,RECEIVED,1,3,6,44
3,1678258273243759000,235,RECEIVED,1,3,8,43
