2,1677621910884435000,0,CREATE,(pid: 26978), (speed: 1), (recp: [1, 3]), (id: 2),None
2,1677621911885476000,4,RECEIVED,1->2,0
2,1677621912885805000,6,RECEIVED,1->2,0
2,1677621913886142000,12,RECEIVED,1->2,0
2,1677621914887013000,13,INTERNAL,2,7,None
2,1677621915887371000,18,RECEIVED,1->2,1
2,1677621916888735000,20,RECEIVED,1->2,2
2,1677621917889007000,21,RECEIVED,1->2,1
2,1677621918888863000,24,RECEIVED,1->2,2
2,1677621919889398000,29,RECEIVED,1->2,1
2,1677621920890134000,30,RECEIVED,1->2,0
2,1677621921890553000,41,RECEIVED,1->2,0
2,1677621922890702000,46,RECEIVED,1->2,1
2,1677621923891586000,47,RECEIVED,1->2,0
2,1677621924892535000,48,INTERNAL,2,9,None
2,1677621925893546000,58,RECEIVED,1->2,0
2,1677621926894431000,59,INTERNAL,2,6,None
2,1677621927895165000,65,RECEIVED,1->2,2
2,1677621928896118000,66,RECEIVED,1->2,2
2,1677621929896619000,68,RECEIVED,1->2,2
2,1677621930897125000,70,RECEIVED,1->2,3
2,1677621931897849000,76,RECEIVED,1->2,2
2,1677621932898161000,77,RECEIVED,1->2,2
2,1677621933898011000,79,RECEIVED,1->2,2
2,1677621934898455000,86,RECEIVED,1->2,2
2,1677621935899685000,90,RECEIVED,1->2,1
2,1677621936900010000,96,RECEIVED,1->2,1
2,1677621937900728000,102,RECEIVED,1->2,1
2,1677621938901299000,107,RECEIVED,1->2,1
2,1677621939901446000,109,RECEIVED,1->2,0
2,1677621940902379000,118,RECEIVED,1->2,0
2,1677621941903369000,119,INTERNAL,2,7,None
2,1677621942903996000,120,INTERNAL,2,5,None
2,1677621943904883000,131,RECEIVED,1->2,0
2,1677621944905522000,132,INTERNAL,2,5,None
2,1677621945906773000,137,RECEIVED,1->2,0
2,1677621946907043000,142,RECEIVED,1->2,0
2,1677621947907555000,147,RECEIVED,1->2,0
2,1677621948908051000,152,RECEIVED,1->2,0
2,1677621949908792000,155,RECEIVED,1->2,0
2,1677621950909493000,160,RECEIVED,1->2,0
2,1677621951910052000,162,RECEIVED,1->2,1
2,1677621952910107000,164,RECEIVED,1->2,1
2,1677621953911534000,167,RECEIVED,1->2,1
2,1677621954912087000,169,RECEIVED,1->2,2
2,1677621955912410000,170,RECEIVED,3->2,1
2,1677621956912925000,174,RECEIVED,1->2,2
2,1677621957914165000,182,RECEIVED,1->2,2
2,1677621958914207000,183,RECEIVED,1->2,2
2,1677621959914796000,187,RECEIVED,1->2,1
2,1677621960915543000,190,RECEIVED,1->2,1
2,1677621961915620000,197,RECEIVED,1->2,1
2,1677621962916610000,203,RECEIVED,1->2,0
2,1677621963917096000,204,INTERNAL,2,9,None
2,1677621964917726000,214,RECEIVED,1->2,1
2,1677621965918084000,215,RECEIVED,1->2,2
2,1677621966919011000,217,RECEIVED,1->2,1
2,1677621967920202000,218,RECEIVED,1->2,0
2,1677621968921197000,231,RECEIVED,1->2,1
2,1677621969921821000,232,RECEIVED,1->2,0
2,1677621970922850000,233,INTERNAL,2,9,None
2,1677621971924015000,234,INTERNAL,2,5,None
2,1677621972925793000,235,SEND,2->1,None
2,1677621973926121000,236,INTERNAL,2,8,None
2,1677621974926419000,249,RECEIVED,3->2,1
