1,1678152031638720000,0,CREATE,(pid: 8481), (speed: 2), (recp: ('127.0.0.1', 2056)), (id: 1),None
1,1678152035143146000,0,RECEIVED,2->1,1
1,1678152035643147000,3,RECEIVED,2->1,1
1,1678152036143142000,4,INTERNAL,1,5,None
1,1678152036643142000,5,RECEIVED,3->1,1
1,1678152037143146000,9,RECEIVED,2->1,1
1,1678152037643141000,15,INTERNAL,1,5,None
1,1678152038143148000,16,RECEIVED,3->1,1
1,1678152038241877000,17,SEND,1->3,None
1,1678152038643142000,17,INTERNAL,1,3,None
1,1678152038748776000,18,SEND,1->2,None
1,1678152038755203000,18,SEND,1->3,None
1,1678152039143148000,18,RECEIVED,2->1,3
1,1678152039643146000,25,RECEIVED,3->1,3
1,1678152040143147000,26,RECEIVED,2->1,3
1,1678152040643147000,27,RECEIVED,3->1,4
1,1678152041143146000,28,RECEIVED,2->1,3
1,1678152041643146000,31,RECEIVED,2->1,4
1,1678152042143146000,34,RECEIVED,3->1,4
1,1678152042643147000,35,RECEIVED,3->1,5
1,1678152042835258000,38,SEND,1->2,None
1,1678152042841427000,38,SEND,1->3,None
1,1678152043143146000,38,RECEIVED,3->1,4
1,1678152043643145000,39,RECEIVED,2->1,3
1,1678152044143146000,43,RECEIVED,3->1,6
1,1678152044643142000,45,RECEIVED,2->1,5
1,1678152045143146000,47,RECEIVED,2->1,4
1,1678152045397692000,55,SEND,1->3,None
1,1678152045403222000,55,SEND,1->2,None
1,1678152045643150000,55,RECEIVED,2->1,3
1,1678152046143144000,56,RECEIVED,3->1,3
1,1678152046643143000,57,RECEIVED,2->1,6
1,1678152047143144000,58,RECEIVED,2->1,5
1,1678152047441317000,69,SEND,1->3,None
1,1678152047643147000,69,RECEIVED,3->1,5
1,1678152048143146000,70,RECEIVED,2->1,4
1,1678152048643153000,71,RECEIVED,3->1,3
1,1678152049143149000,72,RECEIVED,2->1,2
1,1678152049476725000,73,SEND,1->3,None
1,1678152049643154000,73,RECEIVED,3->1,3
1,1678152050143148000,74,RECEIVED,2->1,3
1,1678152050501513000,88,SEND,1->3,None
1,1678152050643150000,88,RECEIVED,2->1,3
1,1678152051018949000,90,SEND,1->2,None
1,1678152051143195000,90,RECEIVED,2->1,4
1,1678152051643153000,92,RECEIVED,2->1,4
1,1678152052052190000,94,SEND,1->2,None
1,1678152052058842000,94,SEND,1->3,None
1,1678152052143154000,94,RECEIVED,3->1,3
1,1678152052643153000,96,RECEIVED,3->1,2
1,1678152053143152000,97,RECEIVED,2->1,2
1,1678152053598384000,102,SEND,1->2,None
1,1678152053643154000,102,RECEIVED,2->1,1
1,1678152054143148000,109,RECEIVED,2->1,1
1,1678152054643148000,116,INTERNAL,1,1,None
1,1678152055130981000,117,SEND,1->2,None
1,1678152055143158000,117,RECEIVED,2->1,1
1,1678152055643148000,121,RECEIVED,2->1,1
1,1678152056143157000,124,INTERNAL,1,1,None
1,1678152056161469000,125,SEND,1->2,None
1,1678152056643146000,125,INTERNAL,1,2,None
